# Seize the Seas — COMMODITY TOKENS (trade goods / resources). Companion to water-tokens.csv.
# Auto-built from MfT-Launch/deploy/*.json by build-commodity-sheet.cjs on 2026-06-28. Re-run to refresh.
# All ERC20 on Base (chainId 8453), 18 decimals unless noted. Treasury/deployer 0xE2a4A8b9d77080c57799A94BA8eDeb2Dd6e0aC10.
category,symbol,name,address,decimals,notes
gear,CROSSBOWSTE,Steel Crossbow,0x6A38dc24520AC0ACa1eC971745D1f818402aC2f1,18,gold=140
gear,CROSSBOWWOO,Wooden Crossbow,0x8Bf8eb988c7B81dD311F2C5B0E7c4e0eEb76Ce6C,18,gold=18
gear,DAGGERBRONZ,Bronze Dagger,0x9F9a2Ed757230aA1A4b84b72a3A2d6A1CEd2DEa3,18,gold=4
gear,DAGGERIRON,Iron Dagger,0x61b2474D280D8E12F4Fe7A4Be6D95B9E74F2306F,18,gold=2
gear,DAGGERSTEEL,Steel Dagger,0xeec95f311198f1CDfDeeC304Dd1780CFEC7FD340,18,gold=8
gear,DAGGERWOODE,Wooden Dagger,0xB8Ad33a435401ACb73814af77D9796cceC2bAa6E,18,gold=1
gear,DARTBRONZE,Bronze Dart,0x56D3F659ADc42969b95Dd89F986fA2BFa6B629C6,18,gold=1
gear,DARTIRON,Iron Dart,0x34c40293669768642A46635A537598147BC49B76,18,gold=1
gear,DARTSTEEL,Steel Dart,0x698865D2BE1844F7df72114f0A306D712f9d9425,18,gold=2
gear,DARTWOODEN,Wooden Dart,0x48d4ae81435e699Ed22C697516c1C61F3505b192,18,gold=1
gear,DWARVENURGR,Dwarven Urgrosh,0xd49e128F45ca799c201947797cFeA190EA14605c,18,gold=50
gear,DWARVENWARA,Dwarven Waraxe,0xEd5926Bf975F0385A6600848B10c303820f08F41,18,gold=30
gear,FLAILBRONZE,Bronze Flail,0x4b90343aAb034322C453B317be3beBbEB74842B2,18,gold=16
gear,FLAILIRON,Iron Flail,0x8e1738D9afAfB3f7f6a9e7Ebd0CBb86552a03824,18,gold=8
gear,FLAILSTEEL,Steel Flail,0x146788f467F9B0184A94E25CdB174879DBDdA29f,18,gold=32
gear,FLAILWOODEN,Wooden Flail,0xE9c29631488a98eFEbE75BaAE3b23Df7308c8EF0,18,gold=4
gear,GLAIVEBRONZ,Bronze Glaive,0x940527e9aE4049b589fa72C0f78af156150b4d08,18,gold=16
gear,GLAIVEIRON,Iron Glaive,0xC89Efe5203CA7cE30753782Bfa705159c14e5E2D,18,gold=8
gear,GLAIVESTEEL,Steel Glaive,0xb59FFEdFa0EA4891838F0d892D7A8b46515F93e0,18,gold=32
gear,GLAIVEWOODE,Wooden Glaive,0xA1e7616F3F883777c083bd08ccacb8c540f48E15,18,gold=4
gear,GNOMEHOOKED,Gnome Hooked Hammer,0x2029Eab8437da5b62b1515e16a1AB7576188dbf9,18,gold=20
gear,GREATAXEBRO,Bronze Greataxe,0xdA19Fc088Ee2bA924E8aE70FA8e33ADc618fb901,18,gold=40
gear,GREATAXEIRO,Iron Greataxe,0x1fB369983d286Db644125871A3AdC96622792faB,18,gold=20
gear,GREATAXESTE,Steel Greataxe,0xb76A211e62F77cCC431423D070A221472876B80E,18,gold=80
gear,GREATAXEWOO,Wooden Greataxe,0x8426ae1815Ce336523e21717D2eD9ff2d79f304a,18,gold=10
gear,GREATCLUBBR,Bronze Greatclub,0x813d952b863061c8259c1B2d2C74886B83ee248A,18,gold=10
gear,GREATCLUBIR,Iron Greatclub,0x2011b357153160b59804323A5364550a5A7A7C57,18,gold=5
gear,GREATCLUBST,Steel Greatclub,0xeebbDc94c47F06Bb6CA55adeCC422eA9bC2F34Aa,18,gold=20
gear,GREATCLUBWO,Wooden Greatclub,0x8AEAc0dF15Ad651B444F0F8C02Ff8D15a0bfBB75,18,gold=3
gear,GREATSWORDB,Bronze Greatsword,0x1D9aB89b11cA667126529db9744dA3084DD33302,18,gold=100
gear,GREATSWORDI,Iron Greatsword,0xcd5e79DE2619C72a9105436c5A183C41E8C5a08b,18,gold=50
gear,GREATSWORDS,Steel Greatsword,0xA1C5Bb4Eea77bc86834fAafbf7e9e98B96b551f9,18,gold=200
gear,GREATSWORDW,Wooden Greatsword,0x24582B08f78AAa91FdfA78B2d5126ccAc83032bb,18,gold=25
gear,HALBERDBRON,Bronze Halberd,0xd567184fD4856Eea4D90f967F8618DCAD5CF0048,18,gold=20
gear,HALBERDIRON,Iron Halberd,0x5286D4467FD95c9bdA4ED42D0043a83755b3ee03,18,gold=10
gear,HALBERDSTEE,Steel Halberd,0xc7A18C3b226eBA6679416aA2B16ea52a9005eB0B,18,gold=40
gear,HALBERDWOOD,Wooden Halberd,0x9f04cF41FC6E5C60cbDe7D9D81b81882ec865D99,18,gold=5
gear,HAMMER,War Hammer,0x71E819b4263fC96dFaac248eDdD622f038E5e995,18,gold=12
gear,HANDAXEBRON,Bronze Handaxe,0x8Bf94CAC2d81E73a31525ef2D8f698d073807752,18,gold=12
gear,HANDAXEIRON,Iron Handaxe,0x919b7Bb458a7cE77bd7464fAAE292c9C5D9000f2,18,gold=6
gear,HANDAXESTEE,Steel Handaxe,0x89CCE19CE628457E7830A41C32383B4F236C30d0,18,gold=24
gear,HANDAXEWOOD,Wooden Handaxe,0xC03FAC7e8cd622883EB60dDcD6BaC344bF819Af1,18,gold=3
gear,HANDCROSSBO,Hand Crossbow,0x7518D10E070b9c36052ED31c669D6d1A080796dd,18,gold=100
gear,HEALERSKIT,Healer's Kit,0xa34274ceb90751fcF8a0b931600222E1CADf92c0,18,gold=50
gear,HEAVYCROSSB,Heavy Crossbow,0xAD00Dba74C640f8b36317D98F81bE9D61715f7fe,18,gold=50
gear,HELMETBRONZ,Bronze Helm,0x2f9FF410DC4f8939e48869F319917002bC5e7c6f,18,gold=10
gear,HELMETIRON,Iron Helm,0xFa81AC6113e8Ce2860D72d4b9fF4287b0C2994DD,18,gold=5
gear,HELMETLEATH,Leather Helm,0x0E638c5CF1ED970F00e9F73A4b89A4C234ffbD82,18,gold=5
gear,HELMETSTEEL,Steel Helm,0x5E85E5dd0c32F21F9E8fC966e0837a6AA4411977,18,gold=20
gear,JAVELINBRON,Bronze Javelin,0xb70AF2A7Ae9fD15FB168eF260A40429e086742A7,18,gold=2
gear,JAVELINIRON,Iron Javelin,0xEa614cd605A71b2DF26bfFd73680cfEdE9ef81F7,18,gold=1
gear,JAVELINSTEE,Steel Javelin,0x6c934D71529D97e15BAd31454e39451AaC6c3319,18,gold=4
gear,JAVELINWOOD,Wooden Javelin,0x2d81bC23a528f27d99033eE272cD0c5179C92870,18,gold=1
gear,KAMA,Kama,0x74b8Af0D714aec884ff2be08011B21E66bDb4D9e,18,gold=2
gear,KUKRI,Kukri,0xBF08F866c8a739A9e80E6aEB76933719F46ED28F,18,gold=8
gear,LANCEBRONZE,Bronze Lance,0x047F12838Df2b35Bdb06508f8eC6FcEC142F0a24,18,gold=20
gear,LANCEIRON,Iron Lance,0x62856444F5D9d2Bab72b41FA6531171AE3e25856,18,gold=10
gear,LANCESTEEL,Steel Lance,0x30F95078ba86ce0dE92FDD3Aff22188CAe3d7908,18,gold=40
gear,LANCEWOODEN,Wooden Lance,0x7f7A317B7117ffA5DfC18b2d40f786851471ef32,18,gold=5
gear,LANTERN,Lantern,0xe141a7f01C710Fbc983EeeFA5E45AcDb62CbB09F,18,gold=7
gear,LIGHTHAMMER,Wooden Light Hammer,0x97eba3dbCd862DC0e7e114baE6902d8b85EcbcBC,18,gold=1
gear,LIGHTHAMMER,Iron Light Hammer,0xE8bB55686Ac1AB2FC3A04Bc8d791f3E05f830994,18,gold=1
gear,LIGHTHAMMER,Bronze Light Hammer,0x658439dD0f206A6Ff06673536367f9B75708c719,18,gold=2
gear,LIGHTHAMMER,Steel Light Hammer,0xa3eCfa7b5Acca7C79D319D5b9A622B4e67B45578,18,gold=4
gear,LONGBOW,Long Bow,0x10095448Dc8C0c37189BaD46B9b1A2cD42f252Cc,18,gold=75
gear,LONGSWORDBR,Bronze Long Sword,0xAad05374215c2C9806ae3e2e1C4b7a3240Cc37be,18,gold=30
gear,LONGSWORDIR,Iron Long Sword,0x0fFEb9da4B2d1a0362058d9b277473401eFcF6F4,18,gold=15
gear,LONGSWORDST,Steel Long Sword,0x048Acc6D6848cdE1aA1Ae5D5e103CAfcB407A96e,18,gold=60
gear,LONGSWORDWO,Wooden Long Sword,0xE9197B4A3655A52a2d4Efdf84c87B95388a7feeb,18,gold=8
gear,MACEBRONZE,Bronze Mace,0x1A07B02fC0529a40DbE318bc19297cc2765D7f5A,18,gold=24
gear,MACEIRON,Iron Mace,0xdEa3208C25b1dfF4fAB1fE0f0765F1fC05fDD27F,18,gold=12
gear,MACESTEEL,Steel Mace,0xc2Fe2E8b49609C95104417b9b30a54f51315851b,18,gold=48
gear,MACEWOODEN,Wooden Mace,0x538A3D3bcD2Ea598c09F7B2f0538531753F82558,18,gold=6
gear,MANCATCHER,Mancatcher,0xc0A7d96B797dA493010E11599E702ADEA1111636,18,gold=15
gear,MAUL,Maul,0x92a9B2A96473D075fCC89E5a04fe74b182C566E0,18,gold=30
gear,MORNINGSTAR,Morningstar,0xDE334aEEd43D036Fa071Fa2ed54566443E802c58,18,gold=8
gear,NET,Net,0x7fa369bAA75DDEDB5E61D1e76C848ef370C368bF,18,gold=20
gear,NUNCHAKU,Nunchaku,0xE35e0eB9cbF087cCa9d9448C5B2af5f6CC514871,18,gold=2
gear,ORCDOUBLEAX,Orc Double Axe,0x48BDd3daC8120B1eF0e71ca11C465E34bdE9f84d,18,gold=60
gear,PIKEBRONZE,Bronze Pike,0x20C793fdbd76e68FAf9d510773cA45C5A79517aa,18,gold=10
gear,PIKEIRON,Iron Pike,0x29BD6891793DBbeEF47Eb85959059508405CADD9,18,gold=5
gear,PIKESTEEL,Steel Pike,0x5d961D2679598946973462fC27957cd36089f7eE,18,gold=20
gear,PIKEWOODEN,Wooden Pike,0x9a926c027f0691A6d64109A62D8466868d29E59b,18,gold=3
gear,QUARTERSTAF,Wooden Quarterstaff,0x022c59520F2a28656FBB2B24839770106d993A68,18,gold=1
gear,QUARTERSTAF,Iron Quarterstaff,0xd6f1Dc2465f4625032D6Ae36cafD4345b74Ee50e,18,gold=1
gear,QUARTERSTAF,Bronze Quarterstaff,0x4b512d658cFcA30CADa749a6e3BFa8a97948253E,18,gold=1
gear,QUARTERSTAF,Steel Quarterstaff,0xEF89c43ED48a7584a11292B030f6Bcd43aC3410f,18,gold=1
gear,RAPIERBRONZ,Bronze Rapier,0xa0b6041dAf415AdE12108239Cab1E2e22136BA38,18,gold=40
gear,RAPIERIRON,Iron Rapier,0xFA4A610ad7e1A4792Ac25927E465245f107DEe46,18,gold=20
gear,RAPIERSTEEL,Steel Rapier,0xD60c9E2172464a48A54678BEe30C8a86e9b99f95,18,gold=80
gear,RAPIERWOODE,Wooden Rapier,0xCA66a4949fbc3d5396fC548c82Ab3815199372DA,18,gold=10
gear,RELIC,Ancient Relic,0x3C91165001e8aE87D2047B980C7E1837ae412139,18,gold=500
gear,REPEATINGCR,Repeating Crossbow,0x80Ea0Ee9E5fAB5AD18A58ac7C97FcA494367D7aF,18,gold=250
gear,SAI,Sai,0xE1103AfA5FeC0cA03f12a10843CE49E4b351838D,18,gold=1
gear,SCIMITARBRO,Bronze Scimitar,0xbB3a9c8a0fE352dE1C2727918CD2799C6aE81239,18,gold=30
gear,SCIMITARIRO,Iron Scimitar,0xE75b9A1eFae7D006e2BF249Bddf57E770659ad62,18,gold=15
gear,SCIMITARSTE,Steel Scimitar,0x9524Dd72E297277f6b1b0BfF039FEDDd807cEcb0,18,gold=60
gear,SCIMITARWOO,Wooden Scimitar,0x077Fe13d4C4d97DAD5208A2e3ad6F62c80142C0D,18,gold=8
gear,SHB,Bronze Shield,0x52d27347A685De67dF190D14bc4D796016Fb738D,18,gold=40
gear,SHI,Iron Shield,0x68502de98506Ec34ce662854844F196750Ccf283,18,gold=20
gear,SHORTBOWBRO,Bronze Short Bow,0xab98a921b5f26d539726c04729B9213b8014D0c0,18,gold=60
gear,SHORTBOWIRO,Iron Short Bow,0xD23C8154f53BD9c7adF2186171DcCD1b2A2460FA,18,gold=30
gear,SHORTBOWSTE,Steel Short Bow,0xF177a1B5A90C689520A3223F46b5c15126314ab0,18,gold=120
gear,SHORTBOWWOO,Wooden Short Bow,0x8881e30b9FD44B3D9e5Ba7412f8B37e44efAcF39,18,gold=15
gear,SHORTSWORDB,Bronze Short Sword,0x853f8c9c4956AE9A5C0539F362aDDdCB7a8C9fFc,18,gold=20
gear,SHORTSWORDI,Iron Short Sword,0xAEFE4E1CcC396105A9144239418990c7Fe2599A2,18,gold=10
gear,SHORTSWORDS,Steel Short Sword,0x3b64a84a9B9A6Fd31980b68D16Ba81CdEC3Ff63F,18,gold=40
gear,SHORTSWORDW,Wooden Short Sword,0x8456b1Bf9c044E708b1cc7EF5b33f3D5f1c857b9,18,gold=5
gear,SHS,Steel Shield,0x2608424B1e548B81Bc56533C816125d08f6713B3,18,gold=80
gear,SHURIKEN,Shuriken,0xB61c34FE002f5C4c7D73CC3d14d5190162B5d36B,18,gold=1
gear,SHW,Wooden Shield,0xa5FE49a0E5967F660Cc79E85ba286c70835c9E3F,18,gold=10
gear,SICKLEBRONZ,Bronze Sickle,0xb9A0D6e316C0CC6b0f8430b9139B9a60faDBb6b9,18,gold=12
gear,SICKLEIRON,Iron Sickle,0xedE43226c76dEB2D028Bb60C478584C913e7A025,18,gold=6
gear,SICKLESTEEL,Steel Sickle,0xEb1B1F688086aa44B81E0446FF32330Be161a5f8,18,gold=24
gear,SICKLEWOODE,Wooden Sickle,0xA76e4915b133C5295196287E328D8e0C8a3EEf77,18,gold=3
gear,SLINGBRONZE,Bronze Sling,0xf829588C9F9fd2c546529960cbf86FC434AaBB2A,18,gold=1
gear,SLINGIRON,Iron Sling,0x678E9f9D90f3412246Ad1CE61a6Ea67946Addbb6,18,gold=1
gear,SLINGSTEEL,Steel Sling,0xe63e2853d0Abecc2E4CD68FCb09b30f7EA22b65F,18,gold=1
gear,SLINGWOODEN,Wooden Sling,0x2270AfC1e62c189CBfc68BD9785ca4037EC66557,18,gold=1
gear,SPB,Bronze Spear,0x2806286DD33379a7817075E791d396C972AC9628,18,gold=4
gear,SPI,Iron Spear,0xe9B1e898b3233c949f4b6D96Cc6ae44eCfA9ec0f,18,gold=2
gear,SPS,Steel Spear,0x56EC69B3BC57C8C5BF0F7a50da34555D0C40B85A,18,gold=8
gear,SPW,Wooden Spear,0x1f6570373Fd475Dd55bad6Bf184d140f66212f2C,18,gold=1
gear,SPYGLASS,Spyglass,0x9A6c4b5920C77D01Bd26Feb4536d1C06c6c6556d,18,gold=1000
gear,SWB,Bronze Sword,0xeE5788B20ed6fC9B0D95236C60949748320A2E78,18,gold=30
gear,SWI,Iron Sword,0xbe0536caE25eaD6473bFc861A9975Af4710Aa655,18,gold=15
gear,SWS,Steel Sword,0x48a0d4D9Fa81Bb699c0Cd7A21502dF346835C4DE,18,gold=60
gear,SWW,Wooden Sword,0xd44e0DB7AB7c26A1a13759C009DC20F4Ebf13aBf,18,gold=7.5
gear,WARHAMMERBR,Bronze Warhammer,0x051016a8777D938ab4Fd4fC5844aBCaBFb6f0242,18,gold=24
gear,WARHAMMERIR,Iron Warhammer,0x43f1669678f027E62170E02493df43DdFDAfb814,18,gold=12
gear,WARHAMMERST,Steel Warhammer,0x807121E9E21a7256f3B9ff386256092B3eE5A701,18,gold=48
gear,WARHAMMERWO,Wooden Warhammer,0xD5421C0b6882A077C0D6b2d60F1F910Cee2695F2,18,gold=6
gem,AMETHYST,Amethyst,0xC5a9BC41936EF545DE210727FedCf8a43aEFa95F,18,
gem,DIAMOND,Diamond,0x567c3EA4E2eB7fb0C55523162a248a5A25fD5Bb0,18,
gem,EMERALD,Emerald,0x3220D7b78F0b3839248E624ed3c7c2c215389063,18,
gem,PLATINUM,Platinum,0x6722ef27d1854E73269b0abE42290C000D3EfddA,18,
gem,RUBY,Ruby,0xE78023faFb55e61dC4d28D13F623e32fE9a3Fe6A,18,
ingot,BRONZEINGOT,Bronze Ingot,0xB05aE3C470f59f6AA40BE12e2f5fd44B09CD3441,18,gold=2
ingot,GOLDINGOT,Gold Ingot,0xf087f7cD3113980cD2df663be15D15Bb15375AE0,18,gold=100
ingot,IRONINGOT,Iron Ingot,0xCe5f43a5104708740CE087CF2AF3c1A328badF5b,18,gold=1
ingot,SILVERINGOT,Silver Ingot,0x4985257578516938df7BA88d133dC1A0552Df9Ea,18,gold=10
ingot,STEELINGOT,Steel Ingot,0xB0B1524ca829DF53d133E27b6CCF3f5319325Bc6,18,gold=4
material,LOGS,Logs,0xD8DA82E017bf28C261Aa2d6Be6f62C6283683D08,18,from=logging-camp; stage=raw
material,LUMBER,Lumber,0x7a97e5e76C93267e1FF2EBc38DCC7C7B6f40fF4c,18,from=lumber-mill; stage=refined
orb,CHRONORB,Chrono Orb,0xdf2Fa41A34744AfF37634500aDF64981a626d657,18,gold=250; premium=true
ore,COAL,Coal,0x2032BA002545070e7F0fC5992fAA8340308103B6,18,gold=0.5
ore,COPRORE,Copper Ore,0x84dc8489f5A913Ecc7d68C3D9adf0459051A28f0,18,gold=0.5
ore,GOLDORE,Gold Ore,0x6b09ed2C8D78Ddb1c4b4f9038F01b0c534E04aDF,18,gold=50
ore,IRONORE,Iron Ore,0x9F60E86fF29bbB88fE1b3eCD5259202430cbF148,18,gold=0.5
ore,SILVRORE,Silver Ore,0x6ccD23729281d338c49c6c5BeA53B415F6620268,18,gold=5
ore,TINORE,Tin Ore,0x2E8c7Be3bcbc11355ef24FE9c09feC0B9d650783,18,gold=0.05
potion,HEALPOTBIG,Biggin Health Potion,0x88e291F7faFFC442Fd31fC31E4f8ab1E5f9aF99b,18,gold=80; hp=1500
potion,HEALPOTL,Large Health Potion,0x3273D6C6EE149FF65D913e0c1A656741F35e3B0a,18,gold=12; hp=200
potion,HEALPOTM,Medium Health Potion,0x7861ac3D4F120DCC8188B97854B02C61b8500E38,18,gold=5; hp=75
potion,HEALPOTS,Small Health Potion,0x888CC7e77D5CaEEa293800Ca1f1cbC912a074770,18,gold=2; hp=25
potion,HEALPOTXL,XLarge Health Potion,0xef7da2012BAEabf709276Ee1C78FfAe48BBaa324,18,gold=30; hp=500
potion,MANAPOTBIG,Biggin Mana Potion,0x6c6cCF6EB4CA9c1E2339CF3D3E2765c514f7B1f3,18,gold=80; mana=1500
potion,MANAPOTL,Large Mana Potion,0x0e22B0FfbFfAb997d8757f74e8D978486202d413,18,gold=12; mana=200
potion,MANAPOTM,Medium Mana Potion,0x54Eb35b2e89a181587da3B87A855DDdF12C42B33,18,gold=5; mana=75
potion,MANAPOTS,Small Mana Potion,0x55C68b5324ac02dADC6cD3484651425491Ef9559,18,gold=2; mana=25
potion,MANAPOTXL,XLarge Mana Potion,0x6643a0318A0A9934f517cE9DB171284b79F4b2cC,18,gold=30; mana=500
produce,CORN,Corn,0x01ebBdc30A6a173f145dC95e68151fb5A904Fa4C,18,building=farm; craftsInto=null; food=1
produce,GRAPE,Grapes,0x4f99FfCf39f68D4F072A689053add5A7E5686b08,18,building=vineyard; craftsInto=wine; food=1
produce,WHEAT,Wheat,0x969b59Dc55167450B2D5d9dEcf81bc857e4f2604,18,building=farm; craftsInto=bread; food=1
stone,GRANITE,Granite,0x3c2c14Aa50A67C58847F4772b3e6caA94b88aA73,18,gold=10
stone,LIME,Limestone,0xfd531Dfa3aFF2cf9Eb3eE4D5b3e662eA97f65e11,18,gold=5
stone,MARBLE,Marble,0xdF8B0141b39a1eD27Cfd442497C36978017F42c5,18,gold=12
stone,SANDSTONE,Sandstone,0x374aaB191aa6FEAEE55BDb1Bc0CC9FFcD7a9fE6f,18,gold=7
stone,SHALE,Shale,0x6171B2039199786750b24021c04400FDb8c07793,18,gold=1
