category,type,name,address,chain,file,context
"Location LP","pool","token0","0xC5a9BC41936EF545DE210727FedCf8a43aEFa95F","base","gem-peg-pools-deployed.json","{""pair"":""AMETHYST/RUBY"",""fee"":100,""tickLower"":-23058,""tickUpper"":-22997}"
"Location LP","pool","token1","0xE78023faFb55e61dC4d28D13F623e32fE9a3Fe6A","base","gem-peg-pools-deployed.json","{""pair"":""AMETHYST/RUBY"",""fee"":100,""tickLower"":-23058,""tickUpper"":-22997}"
"Location LP","pool","pool","0x1906a3666120C879fF0ecd47352cf1b91D755a7a","base","gem-peg-pools-deployed.json","{""pair"":""AMETHYST/EMERALD"",""fee"":100,""tickLower"":22996,""tickUpper"":23057}"
"Location LP","pool","token0","0x3220D7b78F0b3839248E624ed3c7c2c215389063","base","gem-peg-pools-deployed.json","{""pair"":""AMETHYST/EMERALD"",""fee"":100,""tickLower"":22996,""tickUpper"":23057}"
"Location LP","pool","pool","0xD856c17c53EaF2ec4DF2664545489fcfCFB6A3fc","base","gem-peg-pools-deployed.json","{""pair"":""RUBY/DIAMOND"",""fee"":100,""tickLower"":22996,""tickUpper"":23057}"
"Location LP","pool","token0","0x567c3EA4E2eB7fb0C55523162a248a5A25fD5Bb0","base","gem-peg-pools-deployed.json","{""pair"":""RUBY/DIAMOND"",""fee"":100,""tickLower"":22996,""tickUpper"":23057}"
"Location LP","pool","pool","0xb8b6Eb50286e52c381eF946226606829881d275c","base","gem-peg-pools-deployed.json","{""pair"":""EMERALD/DIAMOND"",""fee"":100,""tickLower"":-23058,""tickUpper"":-22997}"
"Location LP","pool","token1","0x567c3EA4E2eB7fb0C55523162a248a5A25fD5Bb0","base","gem-peg-pools-deployed.json","{""pair"":""EMERALD/DIAMOND"",""fee"":100,""tickLower"":-23058,""tickUpper"":-22997}"
"Location LP","pool","pool","0xb1b4fAc536DCdD2EDB985d90b4f28D08C34b2522","base","gem-peg-pools-deployed.json","{""pair"":""RUBY/EMERALD"",""fee"":100,""tickLower"":-31,""tickUpper"":30}"
"Location LP","pool","pool","0xcB8F1b95D2988CA7429EAc9571C0eB3824099226","base","gem-peg-pools-deployed.json","{""pair"":""GOLD/AMETHYST"",""fee"":100,""tickLower"":-46085,""tickUpper"":-46024}"
"Location LP","pool","pool","0xDC4523658aC9d63b2488ce2674E3aD34B626FB60","base","gem-peg-pools-deployed.json","{""pair"":""AMETHYST/DIAMOND"",""fee"":100,""tickLower"":46023,""tickUpper"":46084}"
"Location LP","pool","pool","0x9298aAba27138425bf0eC56C80beD6f722F0845B","base","gem-peg-pools-deployed.json","{""pair"":""COPPER/DIAMOND"",""fee"":100,""tickLower"":-138193,""tickUpper"":-138132}"
"Location LP","pool","token0","0x0197896c617f20d61E73E06eC8b2A95eef176bee","base","gem-peg-pools-deployed.json","{""pair"":""COPPER/DIAMOND"",""fee"":100,""tickLower"":-138193,""tickUpper"":-138132}"
"Location LP","pool","admin","0xE2a4A8b9d77080c57799A94BA8eDeb2Dd6e0aC10","base","harvest-grounds.json","{""chain"":""base"",""chainId"":8453,""note"":""Resource -> HarvestGround catch dispenser config for /seas/harvest. `ground` is filled by deploy/deploy-harvestground.js once the HarvestGround is on-chain. supplyPool = the LP whose RESOURCE reserve = the standing flow-supply (water-keeper produced). skillVault = the WaterV2 vault whose treeWater -> skill level.""}"
"Location LP","pool","gameSigner","0xF426fEfB83dbd8F7398C2e7559178CDEb4C17db8","base","harvest-grounds.json","{""chain"":""base"",""chainId"":8453,""note"":""Resource -> HarvestGround catch dispenser config for /seas/harvest. `ground` is filled by deploy/deploy-harvestground.js once the HarvestGround is on-chain. supplyPool = the LP whose RESOURCE reserve = the standing flow-supply (water-keeper produced). skillVault = the WaterV2 vault whose treeWater -> skill level.""}"
"Location LP","pool","resourceToken","0x907D043d33A243cd9818d6e2ccd5b3C9ef9905B5","base","harvest-grounds.json","{""resource"":""fish"",""skillStat"":""WIS"",""location"":8004,""supplyNote"":""ocean LP FISH reserve = what the ocean-water keeper produced (deploy/ocean-keeper.js)"",""status"":""live""}"
"Location LP","pool","skillVault","0x8C121fC0171944C3EA40d14FE549dFf7107BDf39","base","harvest-grounds.json","{""resource"":""fish"",""skillStat"":""WIS"",""location"":8004,""supplyNote"":""ocean LP FISH reserve = what the ocean-water keeper produced (deploy/ocean-keeper.js)"",""status"":""live""}"
"Location LP","pool","supplyPool","0x2d058ff81565B1F2cC30DEf2e971fEF3CA1F9553","base","harvest-grounds.json","{""resource"":""fish"",""skillStat"":""WIS"",""location"":8004,""supplyNote"":""ocean LP FISH reserve = what the ocean-water keeper produced (deploy/ocean-keeper.js)"",""status"":""live""}"
"Location LP","pool","ground","0x2fCb7608aB09244c333332437A036685D53AC070","base","harvest-grounds.json","{""resource"":""fish"",""skillStat"":""WIS"",""location"":8004,""supplyNote"":""ocean LP FISH reserve = what the ocean-water keeper produced (deploy/ocean-keeper.js)"",""status"":""live""}"
"Location LP","pool","gameSigner","0xF426fEfB83dbd8F7398C2e7559178CDEb4C17db8","base","location-lp-deployed.json","{""chain"":""base"",""chainId"":8453,""deployedAt"":""2026-06-25T21:02:45.102Z"",""signerKeyFile"":""C:\\Users\\bigji\\.seas-location-signer.env"",""locationIdScheme"":""q*1000 + r  (hex coords from game/lib/location.js)""}"
"Location LP","pool","pool","0x4bcB54b8F6a27C765B81c9737b14e4Cd67453131","base","mill-lp-deployed.json","{""id"":""mill-saltmarsh-1"",""loc"":13001,""seedLumber"":""200"",""price"":5}"
"Location LP","pool","lumber","0x7a97e5e76C93267e1FF2EBc38DCC7C7B6f40fF4c","base","mill-lp-deployed.json","{""id"":""mill-saltmarsh-1"",""loc"":13001,""seedLumber"":""200"",""price"":5}"
"Location LP","pool","pool","0xF31bF51007e8a54B5eB49968950AF90CE1850395","base","mill-lp-deployed.json","{""id"":""mill-saltmarsh-2"",""loc"":14003,""seedLumber"":""200"",""price"":5}"
"Location LP","pool","Port Royal fish wall","0x48dBb4666d6d8A18ff596796b5720E30D85c682B","base","ocean-deployed.json","{""name"":""Port Royal fish wall"",""loc"":8003,""price"":1,""wallFish"":""10000000""}"
"Location LP","pool","Ocean fishing grounds","0x2d058ff81565B1F2cC30DEf2e971fEF3CA1F9553","base","ocean-deployed.json","{""name"":""Ocean fishing grounds"",""loc"":8004,""price"":0.1,""wallFish"":""100000000""}"
"Location LP","pool","salt","0x70c46E0132F296E10df78890FCa55efA96cB0B6a","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0x81533421D1A4Bbe71F7F50f26Fc776bcF598a49F","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0x5bB134B21BB60bf94d9dd4B6cEc6c35Cf739000B","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
"Location LP","pool","apple","0x7BBa28AD64b19F4688A296Ec5B2a9AC3A375Ed59","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""apple"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cinnamon","0xf44577ae0F272BA0781169c348AEe89A013aB211","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""cinnamon"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cod","0xfA167C9f311e0B7EDF19fFd7FC572F93ba4bD76F","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""cod"",""kind"":""food"",""coin"":""gold"",""price"":5}"
"Location LP","pool","jerky","0xc1B41820223EbC06101d6432230af3DDe9E8c055","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""jerky"",""kind"":""food"",""coin"":""gold"",""price"":7}"
"Location LP","pool","ale","0x4E84598E263DE9e57Ab3044D458798EA17A608b0","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""ale"",""kind"":""food"",""coin"":""gold"",""price"":8}"
"Location LP","pool","pepper","0x167e98F8D9A26a2E26Ce9450451F493527fd7e67","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""pepper"",""kind"":""food"",""coin"":""gold"",""price"":30}"
"Location LP","pool","wine","0xeD02C5Ef974AF4Ef9CE805e124B4421Dc70b492A","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""wine"",""kind"":""food"",""coin"":""gold"",""price"":40}"
"Location LP","pool","saffron","0xaE01542dafC629a860Ae6CD7fB391Df94FeC6a11","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""saffron"",""kind"":""food"",""coin"":""gold"",""price"":65}"
"Location LP","pool","platinum","0xb60069F3040087AB06F472Bbe1e1142D51E07db2","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""platinum"",""kind"":""gem"",""coin"":""gold"",""price"":10}"
"Location LP","pool","amethyst","0x34Ad967f47c207e81eD8e802ce39AcB0eEeD8fBE","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""amethyst"",""kind"":""gem"",""coin"":""gold"",""price"":100}"
"Location LP","pool","ruby","0xa95Aaa223e7BeFAA4e0cEba74A76E3F69ba8055A","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""ruby"",""kind"":""gem"",""coin"":""gold"",""price"":1000}"
"Location LP","pool","emerald","0x2208197D2904b191CA64c01A43D2d757A22a9511","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""emerald"",""kind"":""gem"",""coin"":""gold"",""price"":1000}"
"Location LP","pool","diamond","0x07917bd1eDaaF33b20d3a7E9F9E7cb479CD69057","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""diamond"",""kind"":""gem"",""coin"":""gold"",""price"":10000}"
"Location LP","pool","scimitar-iron","0xB99D4e6C6f870e8e7a957f5B69b438Df5A32fC74","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""scimitar-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":15}"
"Location LP","pool","spear-iron","0xd0b8bb76Ce2b56BE1c4dc9381814e5F036bfBfF1","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""spear-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":2}"
"Location LP","pool","longsword-iron","0x92D5519688f818261847e9035aa42273559eEdec","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""longsword-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":15}"
"Location LP","pool","warhammer-iron","0x21B707D89758c8487da31B99A5486C448364C7C4","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""warhammer-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":12}"
"Location LP","pool","greataxe-iron","0xaF62CC5773726f49ECCDE10636B06eeAe927da72","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""greataxe-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":20}"
"Location LP","pool","battleaxe-iron","0xDD7b3bD6F9Ce9B74f4c374cb59AD7ff5ea61a6b2","base","port-keyed-pools-deployed.json","{""port"":""port_royal"",""loc"":8003,""good"":""battleaxe-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":10}"
"Location LP","pool","salt","0x0AE531C7F6BB4A1a10385Ad6Cc47D2c82d59D5e0","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0xD78a8d8D50d0f9C2bf777c84a089B7F5eA289720","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0xC5e57A58428c7D0EE9Aa28159E8B39d394584D71","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
"Location LP","pool","apple","0xBb807f9970c1EeC074Dc1DCe139fDdc2219E6cB1","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""apple"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cinnamon","0x73420311ea417558c73E32F0876BF4F337F67B61","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""cinnamon"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cod","0x5378627C582Dc7279F0A6ACed9683247536E006A","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""cod"",""kind"":""food"",""coin"":""gold"",""price"":5}"
"Location LP","pool","jerky","0x618bCab329A2DEa35DdB2588b1E3Dcc9387e5e1F","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""jerky"",""kind"":""food"",""coin"":""gold"",""price"":7}"
"Location LP","pool","ale","0x216c0b9Ec0eEDFe877a0bE146CB6DF501B1548DB","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""ale"",""kind"":""food"",""coin"":""gold"",""price"":8}"
"Location LP","pool","pepper","0xa8c2a51ECF4eE45615163574eF75Fdaf115304Cb","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""pepper"",""kind"":""food"",""coin"":""gold"",""price"":30}"
"Location LP","pool","wine","0xF24E590fcd8e39681Ba716a2F3521b33817e4E9C","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""wine"",""kind"":""food"",""coin"":""gold"",""price"":40}"
"Location LP","pool","saffron","0x9b9f61Db0A9d72d60fD3CcBE10fF971989753448","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""saffron"",""kind"":""food"",""coin"":""gold"",""price"":65}"
"Location LP","pool","scimitar-iron","0x2f9e6Ee3708DC6f3c6d765989a897344A4E4ca8b","base","port-keyed-pools-deployed.json","{""port"":""tortuga_cove"",""loc"":2002,""good"":""scimitar-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":15}"
"Location LP","pool","salt","0x421eF56CCAeae562D0Bf4B9B79C93D4D7daE5525","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0xd7a8C750A4DBF514A00679fDaC083632942B4c78","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0xd1EC29d6Aa5c7D6D369e77242960aF78568BD9e4","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
"Location LP","pool","apple","0x63A5b4A9ef29b505e8c7C63ee45d82aDF45EF555","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""apple"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cinnamon","0xBF59b576E46acbEFFb52bb529D8050af4742a900","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""cinnamon"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cod","0xB311B64A035D3533B104C571f8c90AFc5f630820","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""cod"",""kind"":""food"",""coin"":""gold"",""price"":5}"
"Location LP","pool","jerky","0x6efb5Eef89E9637901B3064582361CFCeAF8f124","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""jerky"",""kind"":""food"",""coin"":""gold"",""price"":7}"
"Location LP","pool","ale","0x303f734A996fF45FF185aCB3608FF540d4923ED0","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""ale"",""kind"":""food"",""coin"":""gold"",""price"":8}"
"Location LP","pool","pepper","0x477357c5F28Dcf4be22d97BD43AcCE959691f5b3","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""pepper"",""kind"":""food"",""coin"":""gold"",""price"":30}"
"Location LP","pool","wine","0xC54DA87cFF048e13140E219138DBa4170F5B5A3a","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""wine"",""kind"":""food"",""coin"":""gold"",""price"":40}"
"Location LP","pool","saffron","0x2679811f32B1C076C7212Bb22D780f04DeB66533","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""saffron"",""kind"":""food"",""coin"":""gold"",""price"":65}"
"Location LP","pool","spear-iron","0x4736a63150CFF175FD437ED403144e49B9B8A733","base","port-keyed-pools-deployed.json","{""port"":""saltmarsh"",""loc"":13002,""good"":""spear-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":2}"
"Location LP","pool","salt","0x243156C8c3902A0e18cc1d14B7cc0111280fCCBe","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0xe031346945984353145B79f32216e64ea8e6598d","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0x351Ac61493C551805419B675a8017612F42E4Fb0","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
"Location LP","pool","apple","0x535408b2fA66981f1da87DfAfd9f3DFAA6E6a267","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""apple"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cinnamon","0xeFA8BEAcCcfbA68Ec78b42c88A4d744c1edef6d8","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""cinnamon"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cod","0x5ECf570C80bE522D6556Af5476345f97eF31d8c2","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""cod"",""kind"":""food"",""coin"":""gold"",""price"":5}"
"Location LP","pool","jerky","0x341b2A3Fcd5608d35919016C9d530259149fA6EE","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""jerky"",""kind"":""food"",""coin"":""gold"",""price"":7}"
"Location LP","pool","ale","0x9Ad6576BFC4f1803c5bd80b1140621C9A5Be0A3F","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""ale"",""kind"":""food"",""coin"":""gold"",""price"":8}"
"Location LP","pool","pepper","0xfEfEae208816C22AF0eE39221F41bEB65cD97000","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""pepper"",""kind"":""food"",""coin"":""gold"",""price"":30}"
"Location LP","pool","wine","0x16E6A3636608BA25D31f460d73183D13c45A4741","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""wine"",""kind"":""food"",""coin"":""gold"",""price"":40}"
"Location LP","pool","saffron","0x616D97A1970F0160aB704b5a5e3f1e8AAF82d554","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""saffron"",""kind"":""food"",""coin"":""gold"",""price"":65}"
"Location LP","pool","longsword-iron","0x8bA444Cb12E955dc5B4805220aD6c4b659d362Bb","base","port-keyed-pools-deployed.json","{""port"":""beacon_isle"",""loc"":14005,""good"":""longsword-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":15}"
"Location LP","pool","salt","0x425FFc2A24B27F05C19fc94164959EaE70eba35C","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0x1fE4129294EdDAeEEF88c9c40480B22330b2DF65","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0xD4E9B42e7B19752A1F36F76f4437feb610777Cd2","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
"Location LP","pool","apple","0x1864937d5389f7c07fD194C87C8676d466963849","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""apple"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cinnamon","0x2C98B41fCa96F30e70ae1A810260be94528F8f76","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""cinnamon"",""kind"":""food"",""coin"":""gold"",""price"":1}"
"Location LP","pool","cod","0xA1B5102633aC5807a254587c54DE501387b6DB52","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""cod"",""kind"":""food"",""coin"":""gold"",""price"":5}"
"Location LP","pool","jerky","0xdCAEcD485aeAF9Bc2bE6D2f126669c04e5c63f26","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""jerky"",""kind"":""food"",""coin"":""gold"",""price"":7}"
"Location LP","pool","ale","0x8385a7f9117dc76880E198baf93751D4dB6c53B1","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""ale"",""kind"":""food"",""coin"":""gold"",""price"":8}"
"Location LP","pool","pepper","0x5D6594FE480eFc8d2c2ec1F3d22f2D42F07d685E","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""pepper"",""kind"":""food"",""coin"":""gold"",""price"":30}"
"Location LP","pool","wine","0x434eDbDC702005Bf611E47766E71d647Ca28E853","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""wine"",""kind"":""food"",""coin"":""gold"",""price"":40}"
"Location LP","pool","saffron","0x59f64E4b776AFad57b0ad695368761102E0f355f","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""saffron"",""kind"":""food"",""coin"":""gold"",""price"":65}"
"Location LP","pool","warhammer-iron","0x2A1B7A336BFf7a0482D01E83CF249017B635D9B9","base","port-keyed-pools-deployed.json","{""port"":""bonewater_atoll"",""loc"":2006,""good"":""warhammer-iron"",""kind"":""weapon"",""coin"":""gold"",""price"":12}"
"Location LP","pool","salt","0xa8d72FC1D26910FeE1F293Ad0CCFAabEDa8bC55E","base","port-keyed-pools-deployed.json","{""port"":""kraken_deep"",""loc"":5009,""good"":""salt"",""kind"":""food"",""coin"":""copper"",""price"":1}"
"Location LP","pool","honey","0xC2d935B1a4A2af6B9B4FCbb44445Ba414C8B7f02","base","port-keyed-pools-deployed.json","{""port"":""kraken_deep"",""loc"":5009,""good"":""honey"",""kind"":""food"",""coin"":""silver"",""price"":1}"
"Location LP","pool","rations","0x83C9fAbb3C06303B31d2321f60D6337c6b19c52E","base","port-keyed-pools-deployed.json","{""port"":""kraken_deep"",""loc"":5009,""good"":""rations"",""kind"":""food"",""coin"":""silver"",""price"":5}"
