category,type,name,address,chain,file,context
"Token","token","Wine","0x796Ac66a177f0e18aaCd53D3Ac91c3329A48a7d1","base","foods-deployed.json","{""name"":""Wine"",""decimals"":18,""whole"":""250000000"",""supplyWei"":""250000000000000000000000000""}"
"Token","token","Saffron","0xc5e642378D39C24a549a5d6e9C8848771bBa2932","base","foods-deployed.json","{""name"":""Saffron"",""decimals"":18,""whole"":""154000000"",""supplyWei"":""154000000000000000000000000""}"
"Token","token","Blackberry","0x16C3ac67a9B739376D5fDCAF44D5Ba825579CD8b","base","forageables-deployed.json","{""id"":""blackberry"",""name"":""Blackberry"",""symbol"":""BLKBRY"",""decimals"":18,""kind"":""berry"",""food"":1,""whole"":""100000000000""}"
"Token","token","Blueberry","0x8874085006b89541fbbe69cF2F4B63c66051434C","base","forageables-deployed.json","{""id"":""blueberry"",""name"":""Blueberry"",""symbol"":""BLUBRY"",""decimals"":18,""kind"":""berry"",""food"":1,""whole"":""100000000000""}"
"Token","token","Fish","0x907D043d33A243cd9818d6e2ccd5b3C9ef9905B5","base","forageables-deployed.json","{""id"":""fish"",""name"":""Fish"",""symbol"":""FISH"",""decimals"":18,""kind"":""meat"",""food"":3,""whole"":""100000000000""}"
"Token","token","Crab","0xCc85d908a26bf34E5FdE5957378Fa90C92CD8217","base","forageables-deployed.json","{""id"":""crab"",""name"":""Crab"",""symbol"":""CRAB"",""decimals"":18,""kind"":""meat"",""food"":3,""whole"":""100000000000""}"
"Token","token","Pork","0x676d5a1C8438A9955bbA636e496aebddA4c49a2D","base","forageables-deployed.json","{""id"":""pork"",""name"":""Pork"",""symbol"":""PORK"",""decimals"":18,""kind"":""meat"",""food"":4,""whole"":""100000000000""}"
"Token","token","Elk","0x298517a2cD44044cd9Ee7B9A111Fa038bDE48ff8","base","forageables-deployed.json","{""id"":""elk"",""name"":""Elk"",""symbol"":""ELK"",""decimals"":18,""kind"":""meat"",""food"":5,""whole"":""100000000000""}"
"Token","token","Bear","0x2B2F708a98e5D8e6Bd15B197706e0cB0377D77B5","base","forageables-deployed.json","{""id"":""bear"",""name"":""Bear"",""symbol"":""BEAR"",""decimals"":18,""kind"":""meat"",""food"":5,""whole"":""100000000000""}"
"Token","token","Wooden Sword","0xd44e0DB7AB7c26A1a13759C009DC20F4Ebf13aBf","base","gear-deployed.json","{""id"":""sword-wooden"",""name"":""Wooden Sword"",""symbol"":""SWW"",""decimals"":18,""gold"":7.5,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Sword","0xbe0536caE25eaD6473bFc861A9975Af4710Aa655","base","gear-deployed.json","{""id"":""sword-iron"",""name"":""Iron Sword"",""symbol"":""SWI"",""decimals"":18,""gold"":15,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Sword","0xeE5788B20ed6fC9B0D95236C60949748320A2E78","base","gear-deployed.json","{""id"":""sword-bronze"",""name"":""Bronze Sword"",""symbol"":""SWB"",""decimals"":18,""gold"":30,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Sword","0x48a0d4D9Fa81Bb699c0Cd7A21502dF346835C4DE","base","gear-deployed.json","{""id"":""sword-steel"",""name"":""Steel Sword"",""symbol"":""SWS"",""decimals"":18,""gold"":60,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Spear","0x1f6570373Fd475Dd55bad6Bf184d140f66212f2C","base","gear-deployed.json","{""id"":""spear-wooden"",""name"":""Wooden Spear"",""symbol"":""SPW"",""decimals"":18,""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Spear","0xe9B1e898b3233c949f4b6D96Cc6ae44eCfA9ec0f","base","gear-deployed.json","{""id"":""spear-iron"",""name"":""Iron Spear"",""symbol"":""SPI"",""decimals"":18,""gold"":2,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Spear","0x2806286DD33379a7817075E791d396C972AC9628","base","gear-deployed.json","{""id"":""spear-bronze"",""name"":""Bronze Spear"",""symbol"":""SPB"",""decimals"":18,""gold"":4,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Spear","0x56EC69B3BC57C8C5BF0F7a50da34555D0C40B85A","base","gear-deployed.json","{""id"":""spear-steel"",""name"":""Steel Spear"",""symbol"":""SPS"",""decimals"":18,""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Shield","0xa5FE49a0E5967F660Cc79E85ba286c70835c9E3F","base","gear-deployed.json","{""id"":""shield-wooden"",""name"":""Wooden Shield"",""symbol"":""SHW"",""decimals"":18,""gold"":10,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Shield","0x68502de98506Ec34ce662854844F196750Ccf283","base","gear-deployed.json","{""id"":""shield-iron"",""name"":""Iron Shield"",""symbol"":""SHI"",""decimals"":18,""gold"":20,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Shield","0x52d27347A685De67dF190D14bc4D796016Fb738D","base","gear-deployed.json","{""id"":""shield-bronze"",""name"":""Bronze Shield"",""symbol"":""SHB"",""decimals"":18,""gold"":40,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Shield","0x2608424B1e548B81Bc56533C816125d08f6713B3","base","gear-deployed.json","{""id"":""shield-steel"",""name"":""Steel Shield"",""symbol"":""SHS"",""decimals"":18,""gold"":80,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Dagger","0xB8Ad33a435401ACb73814af77D9796cceC2bAa6E","base","gear-deployed.json","{""id"":""dagger-wooden"",""name"":""Wooden Dagger"",""symbol"":""DAGGERWOODE"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Dagger","0x61b2474D280D8E12F4Fe7A4Be6D95B9E74F2306F","base","gear-deployed.json","{""id"":""dagger-iron"",""name"":""Iron Dagger"",""symbol"":""DAGGERIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":2,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Dagger","0x9F9a2Ed757230aA1A4b84b72a3A2d6A1CEd2DEa3","base","gear-deployed.json","{""id"":""dagger-bronze"",""name"":""Bronze Dagger"",""symbol"":""DAGGERBRONZ"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":4,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Dagger","0xeec95f311198f1CDfDeeC304Dd1780CFEC7FD340","base","gear-deployed.json","{""id"":""dagger-steel"",""name"":""Steel Dagger"",""symbol"":""DAGGERSTEEL"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Club","0x47CCe4872F4b8F740CBB10d7d7Cf2f882D56BF6A","base","gear-deployed.json","{""id"":""club-wooden"",""name"":""Wooden Club"",""symbol"":""CLUBWOODEN"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Club","0x431153A3b7b0014722917D23797Cc6a172c3C322","base","gear-deployed.json","{""id"":""club-iron"",""name"":""Iron Club"",""symbol"":""CLUBIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Club","0x11a32F6C5d01DCdB50aa64041413c4F5D0a44908","base","gear-deployed.json","{""id"":""club-bronze"",""name"":""Bronze Club"",""symbol"":""CLUBBRONZE"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Club","0x07999E7544C67ffF1bac617C765978a9eb881811","base","gear-deployed.json","{""id"":""club-steel"",""name"":""Steel Club"",""symbol"":""CLUBSTEEL"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Sickle","0xA76e4915b133C5295196287E328D8e0C8a3EEf77","base","gear-deployed.json","{""id"":""sickle-wooden"",""name"":""Wooden Sickle"",""symbol"":""SICKLEWOODE"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":3,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Sickle","0xedE43226c76dEB2D028Bb60C478584C913e7A025","base","gear-deployed.json","{""id"":""sickle-iron"",""name"":""Iron Sickle"",""symbol"":""SICKLEIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":6,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Sickle","0xb9A0D6e316C0CC6b0f8430b9139B9a60faDBb6b9","base","gear-deployed.json","{""id"":""sickle-bronze"",""name"":""Bronze Sickle"",""symbol"":""SICKLEBRONZ"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":12,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Sickle","0xEb1B1F688086aa44B81E0446FF32330Be161a5f8","base","gear-deployed.json","{""id"":""sickle-steel"",""name"":""Steel Sickle"",""symbol"":""SICKLESTEEL"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":24,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Kama","0x74b8Af0D714aec884ff2be08011B21E66bDb4D9e","base","gear-deployed.json","{""id"":""kama"",""name"":""Kama"",""symbol"":""KAMA"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":2,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Sai","0xE1103AfA5FeC0cA03f12a10843CE49E4b351838D","base","gear-deployed.json","{""id"":""sai"",""name"":""Sai"",""symbol"":""SAI"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Nunchaku","0xE35e0eB9cbF087cCa9d9448C5B2af5f6CC514871","base","gear-deployed.json","{""id"":""nunchaku"",""name"":""Nunchaku"",""symbol"":""NUNCHAKU"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":2,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Light Hammer","0x97eba3dbCd862DC0e7e114baE6902d8b85EcbcBC","base","gear-deployed.json","{""id"":""light-hammer-wooden"",""name"":""Wooden Light Hammer"",""symbol"":""LIGHTHAMMER"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Light Hammer","0xE8bB55686Ac1AB2FC3A04Bc8d791f3E05f830994","base","gear-deployed.json","{""id"":""light-hammer-iron"",""name"":""Iron Light Hammer"",""symbol"":""LIGHTHAMMER"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":1,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Light Hammer","0x658439dD0f206A6Ff06673536367f9B75708c719","base","gear-deployed.json","{""id"":""light-hammer-bronze"",""name"":""Bronze Light Hammer"",""symbol"":""LIGHTHAMMER"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":2,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Light Hammer","0xa3eCfa7b5Acca7C79D319D5b9A622B4e67B45578","base","gear-deployed.json","{""id"":""light-hammer-steel"",""name"":""Steel Light Hammer"",""symbol"":""LIGHTHAMMER"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":4,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Handaxe","0xC03FAC7e8cd622883EB60dDcD6BaC344bF819Af1","base","gear-deployed.json","{""id"":""handaxe-wooden"",""name"":""Wooden Handaxe"",""symbol"":""HANDAXEWOOD"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":3,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Handaxe","0x919b7Bb458a7cE77bd7464fAAE292c9C5D9000f2","base","gear-deployed.json","{""id"":""handaxe-iron"",""name"":""Iron Handaxe"",""symbol"":""HANDAXEIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":6,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Handaxe","0x8Bf94CAC2d81E73a31525ef2D8f698d073807752","base","gear-deployed.json","{""id"":""handaxe-bronze"",""name"":""Bronze Handaxe"",""symbol"":""HANDAXEBRON"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":12,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Handaxe","0x89CCE19CE628457E7830A41C32383B4F236C30d0","base","gear-deployed.json","{""id"":""handaxe-steel"",""name"":""Steel Handaxe"",""symbol"":""HANDAXESTEE"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":24,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Mace","0x538A3D3bcD2Ea598c09F7B2f0538531753F82558","base","gear-deployed.json","{""id"":""mace-wooden"",""name"":""Wooden Mace"",""symbol"":""MACEWOODEN"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":6,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Mace","0xdEa3208C25b1dfF4fAB1fE0f0765F1fC05fDD27F","base","gear-deployed.json","{""id"":""mace-iron"",""name"":""Iron Mace"",""symbol"":""MACEIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":12,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Mace","0x1A07B02fC0529a40DbE318bc19297cc2765D7f5A","base","gear-deployed.json","{""id"":""mace-bronze"",""name"":""Bronze Mace"",""symbol"":""MACEBRONZE"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":24,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Mace","0xc2Fe2E8b49609C95104417b9b30a54f51315851b","base","gear-deployed.json","{""id"":""mace-steel"",""name"":""Steel Mace"",""symbol"":""MACESTEEL"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":48,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Morningstar","0xDE334aEEd43D036Fa071Fa2ed54566443E802c58","base","gear-deployed.json","{""id"":""morningstar"",""name"":""Morningstar"",""symbol"":""MORNINGSTAR"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Warhammer","0xD5421C0b6882A077C0D6b2d60F1F910Cee2695F2","base","gear-deployed.json","{""id"":""warhammer-wooden"",""name"":""Wooden Warhammer"",""symbol"":""WARHAMMERWO"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":6,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Warhammer","0x43f1669678f027E62170E02493df43DdFDAfb814","base","gear-deployed.json","{""id"":""warhammer-iron"",""name"":""Iron Warhammer"",""symbol"":""WARHAMMERIR"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":12,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Warhammer","0x051016a8777D938ab4Fd4fC5844aBCaBFb6f0242","base","gear-deployed.json","{""id"":""warhammer-bronze"",""name"":""Bronze Warhammer"",""symbol"":""WARHAMMERBR"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":24,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Warhammer","0x807121E9E21a7256f3B9ff386256092B3eE5A701","base","gear-deployed.json","{""id"":""warhammer-steel"",""name"":""Steel Warhammer"",""symbol"":""WARHAMMERST"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":48,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","War Hammer","0x71E819b4263fC96dFaac248eDdD622f038E5e995","base","gear-deployed.json","{""id"":""hammer"",""name"":""War Hammer"",""symbol"":""HAMMER"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":12,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Short Sword","0x8456b1Bf9c044E708b1cc7EF5b33f3D5f1c857b9","base","gear-deployed.json","{""id"":""shortsword-wooden"",""name"":""Wooden Short Sword"",""symbol"":""SHORTSWORDW"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":5,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Short Sword","0xAEFE4E1CcC396105A9144239418990c7Fe2599A2","base","gear-deployed.json","{""id"":""shortsword-iron"",""name"":""Iron Short Sword"",""symbol"":""SHORTSWORDI"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":10,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Short Sword","0x853f8c9c4956AE9A5C0539F362aDDdCB7a8C9fFc","base","gear-deployed.json","{""id"":""shortsword-bronze"",""name"":""Bronze Short Sword"",""symbol"":""SHORTSWORDB"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":20,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Short Sword","0x3b64a84a9B9A6Fd31980b68D16Ba81CdEC3Ff63F","base","gear-deployed.json","{""id"":""shortsword-steel"",""name"":""Steel Short Sword"",""symbol"":""SHORTSWORDS"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":40,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Scimitar","0x077Fe13d4C4d97DAD5208A2e3ad6F62c80142C0D","base","gear-deployed.json","{""id"":""scimitar-wooden"",""name"":""Wooden Scimitar"",""symbol"":""SCIMITARWOO"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Scimitar","0xE75b9A1eFae7D006e2BF249Bddf57E770659ad62","base","gear-deployed.json","{""id"":""scimitar-iron"",""name"":""Iron Scimitar"",""symbol"":""SCIMITARIRO"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":15,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Scimitar","0xbB3a9c8a0fE352dE1C2727918CD2799C6aE81239","base","gear-deployed.json","{""id"":""scimitar-bronze"",""name"":""Bronze Scimitar"",""symbol"":""SCIMITARBRO"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":30,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Scimitar","0x9524Dd72E297277f6b1b0BfF039FEDDd807cEcb0","base","gear-deployed.json","{""id"":""scimitar-steel"",""name"":""Steel Scimitar"",""symbol"":""SCIMITARSTE"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":60,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Rapier","0xCA66a4949fbc3d5396fC548c82Ab3815199372DA","base","gear-deployed.json","{""id"":""rapier-wooden"",""name"":""Wooden Rapier"",""symbol"":""RAPIERWOODE"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":10,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Rapier","0xFA4A610ad7e1A4792Ac25927E465245f107DEe46","base","gear-deployed.json","{""id"":""rapier-iron"",""name"":""Iron Rapier"",""symbol"":""RAPIERIRON"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":20,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Rapier","0xa0b6041dAf415AdE12108239Cab1E2e22136BA38","base","gear-deployed.json","{""id"":""rapier-bronze"",""name"":""Bronze Rapier"",""symbol"":""RAPIERBRONZ"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":40,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Rapier","0xD60c9E2172464a48A54678BEe30C8a86e9b99f95","base","gear-deployed.json","{""id"":""rapier-steel"",""name"":""Steel Rapier"",""symbol"":""RAPIERSTEEL"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":80,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Kukri","0xBF08F866c8a739A9e80E6aEB76933719F46ED28F","base","gear-deployed.json","{""id"":""kukri"",""name"":""Kukri"",""symbol"":""KUKRI"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Wooden Long Sword","0xE9197B4A3655A52a2d4Efdf84c87B95388a7feeb","base","gear-deployed.json","{""id"":""longsword-wooden"",""name"":""Wooden Long Sword"",""symbol"":""LONGSWORDWO"",""decimals"":18,""slot"":""weapon"",""material"":""wooden"",""gold"":8,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Iron Long Sword","0x0fFEb9da4B2d1a0362058d9b277473401eFcF6F4","base","gear-deployed.json","{""id"":""longsword-iron"",""name"":""Iron Long Sword"",""symbol"":""LONGSWORDIR"",""decimals"":18,""slot"":""weapon"",""material"":""iron"",""gold"":15,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Bronze Long Sword","0xAad05374215c2C9806ae3e2e1C4b7a3240Cc37be","base","gear-deployed.json","{""id"":""longsword-bronze"",""name"":""Bronze Long Sword"",""symbol"":""LONGSWORDBR"",""decimals"":18,""slot"":""weapon"",""material"":""bronze"",""gold"":30,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
"Token","token","Steel Long Sword","0x048Acc6D6848cdE1aA1Ae5D5e103CAfcB407A96e","base","gear-deployed.json","{""id"":""longsword-steel"",""name"":""Steel Long Sword"",""symbol"":""LONGSWORDST"",""decimals"":18,""slot"":""weapon"",""material"":""steel"",""gold"":60,""whole"":""100000000000"",""supplyWei"":""100000000000000000000000000000""}"
